         647060 function calls (643877 primitive calls) in 1.693 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       48    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/dtypes/concat.py:137(<genexpr>)
        6    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/indexes/multi.py:1018(_get_names)
       30    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/scipy/signal/signaltools.py:464(_prod)
       54    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
        6    0.000    0.000    0.000    0.000 {method 'astype' of 'numpy.generic' objects}
        8    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/random.py:224(_randbelow)
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/numpy/lib/shape_base.py:513(expand_dims)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/threading.py:335(notify)
       18    0.000    0.000    0.000    0.000 {built-in method pandas._libs.missing.checknull}
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/reshape/reshape.py:145(<listcomp>)
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/tsfresh/feature_extraction/feature_calculators.py:786(first_location_of_minimum)
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/scipy/stats/_continuous_distns.py:169(_norm_cdf)
        6    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/numpy/core/arrayprint.py:1337(dtype_is_implied)
       15    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/numpy/core/shape_base.py:209(_arrays_for_stack_dispatcher)
       18    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/numpy/lib/arraysetops.py:138(_unpack_tuple)
        2    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/threading.py:216(__init__)
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/indexes/base.py:802(_assert_take_fillable)
       15    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/internals/blocks.py:332(iget)
       38    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/internals/managers.py:1513(index)
        4    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/tsfresh/utilities/distribution.py:56(partition)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/tqdm/_tqdm.py:484(<genexpr>)
        6    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
        1    0.000    0.000    0.000    0.000 {method 'prod' of 'numpy.ndarray' objects}
       44    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_float}
        2    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/dtypes/dtypes.py:521(update_dtype)
        2    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/indexes/base.py:4459(_maybe_promote)
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/indexes/numeric.py:369(get_value)
        4    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/indexes/multi.py:1015(__len__)
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/indexes/range.py:176(_data)
        2    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/tqdm/_tqdm.py:1173(fp_write)
       35    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
        9    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/numpy/fft/fftpack.py:633(_cook_nd_args)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/frame.py:3585(reindexer)
        8    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/internals/managers.py:1850(_shape_compat)
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/series.py:490(get_values)
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/statsmodels/base/data.py:326(ynames)
       38    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/_collections_abc.py:302(__subclasshook__)
        2    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/indexes/base.py:1218(_validate_names)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/indexes/base.py:1736(is_all_dates)
        4    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/indexes/base.py:3663(get_values)
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/internals/managers.py:1556(get_values)
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/tsfresh/feature_extraction/feature_calculators.py:1753(<listcomp>)
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/statsmodels/tsa/base/tsa_model.py:555(_set_exog_names)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/multiprocessing/util.py:136(register_after_fork)
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:51(_r_long)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/warnings.py:181(_add_filter)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/warnings.py:453(__init__)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/_weakrefset.py:106(remove)
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/dtypes/cast.py:1112(<genexpr>)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/indexes/base.py:2849(_convert_scalar_indexer)
       24    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/internals/managers.py:455(<setcomp>)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1048(exec_module)
        6    0.000    0.000    0.000    0.000 {method 'diagonal' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 {pandas._libs.algos.take_1d_object_object}
        4    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/dtypes/dtypes.py:465(validate_ordered)
        9    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/indexes/base.py:613(is_)
       16    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/indexes/base.py:3806(_coerce_to_ndarray)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/indexes/multi.py:1114(_get_level_number)
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/groupby/ops.py:125(<genexpr>)
        9    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/statsmodels/base/data.py:408(wrap_output)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/apply.py:36(__init__)
       19    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
        6    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/numpy/core/fromnumeric.py:1331(squeeze)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/numpy/core/_methods.py:38(_prod)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/weakref.py:165(__setitem__)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/_weakrefset.py:36(__init__)
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/ops.py:43(get_op_result_name)
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/sorting.py:47(_int64_cut_off)
       24    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/dtypes/concat.py:120(is_nonempty)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/generic.py:297(_construct_axes_from_arguments)
        2    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/groupby/grouper.py:619(_convert_grouper)
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/tsfresh/feature_extraction/feature_calculators.py:1062(<listcomp>)
        4    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
       46    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:471(_validate_timestamp_pyc)
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/_weakrefset.py:26(__exit__)
       11    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/compat/numpy/function.py:40(__call__)
        2    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/util/_validators.py:130(validate_kwargs)
       21    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/indexes/base.py:676(dtype)
       26    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/internals/blocks.py:191(fill_value)
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/tsfresh/feature_extraction/feature_calculators.py:404(<listcomp>)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/multiprocessing/synchronize.py:46(SemLock)
        3    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
        5    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/_collections_abc.py:271(__subclasshook__)
       69    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/dtypes/common.py:1195(<lambda>)
        1    0.000    0.000    0.000    0.000 {pandas._libs.algos.take_2d_axis1_float64_float64}
        2    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/dtypes/missing.py:360(array_equivalent)
        6    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/common.py:212(dict_keys_to_ordered_list)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/indexes/multi.py:1728(levshape)
       24    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/internals/managers.py:483(<listcomp>)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/internals/managers.py:2015(_preprocess_slice_or_indexer)
        2    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/groupby/grouper.py:351(ngroups)
        2    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/groupby/grouper.py:547(is_in_axis)
        2    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/groupby/grouper.py:557(is_in_obj)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/groupby/ops.py:113(__init__)
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/tsfresh/feature_extraction/feature_calculators.py:1243(<listcomp>)
       33    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/scipy/signal/signaltools.py:74(_inputs_swap_needed)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/tqdm/_tqdm.py:1189(<listcomp>)
        4    0.000    0.000    0.000    0.000 {method 'sub' of 're.Pattern' objects}
        3    0.000    0.000    0.000    0.000 {method 'release' of '_thread.lock' objects}
       16    0.000    0.000    0.000    0.000 {pandas._libs.algos.ensure_platform_int}
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/indexes/base.py:640(_cleanup)
        2    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/indexing.py:2450(convert_to_index_sliceable)
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/statsmodels/compat/python.py:201(iteritems)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/apply.py:34(FrameApply)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:62(_path_split)
        5    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/_collections_abc.py:349(__subclasshook__)
        9    0.000    0.000    0.000    0.000 {built-in method numpy.promote_types}
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/_weakrefset.py:20(__enter__)
        2    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/_weakrefset.py:81(add)
       17    0.000    0.000    0.000    0.000 {method 'getrandbits' of '_random.Random' objects}
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/reshape/reshape.py:116(<listcomp>)
        3    0.000    0.000    0.000    0.000 {pandas._libs.algos.ensure_int8}
        2    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/arrays/categorical.py:668(_get_codes)
        4    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/base.py:100(_reset_cache)
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/generic.py:450(ndim)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/multiprocessing/synchronize.py:360(Barrier)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:401(_check_name_wrapper)
        6    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/numpy/core/arrayprint.py:74(<dictcomp>)
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/numpy/lib/type_check.py:282(iscomplexobj)
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/_weakrefset.py:16(__init__)
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/threading.py:1214(current_thread)
        6    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/dtypes/inference.py:406(<genexpr>)
        3    0.000    0.000    0.000    0.000 {pandas._libs.algos.ensure_int16}
        6    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/util/_validators.py:221(validate_bool_kwarg)
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/generic.py:144(_init_mgr)
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/internals/blocks.py:184(to_dense)
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/internals/managers.py:174(_is_single_block)
       16    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/series.py:338(_constructor)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/groupby/ops.py:890(get_splitter)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/multiprocessing/context.py:232(get_context)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/tsfresh/utilities/distribution.py:183(__init__)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/tqdm/_utils.py:183(_supports_unicode)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/multiprocessing/synchronize.py:90(_make_methods)
       10    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
       15    0.000    0.000    0.000    0.000 {method 'values' of 'collections.OrderedDict' objects}
        9    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
        4    0.000    0.000    0.000    0.000 {method 'flush' of '_io.TextIOWrapper' objects}
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:35(_new_module)
       24    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:321(<genexpr>)
        1    0.000    0.000    0.000    0.000 {built-in method math.ceil}
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/numpy/core/shape_base.py:83(atleast_2d)
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/numpy/lib/stride_tricks.py:21(__init__)
        2    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/threading.py:243(__exit__)
       18    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/numpy/fft/fftpack.py:104(_unitary)
        1    0.000    0.000    0.000    0.000 {built-in method pandas._libs.lib.is_datetime_array}
       19    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_bool}
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/dtypes/common.py:818(is_any_int_dtype)
       36    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/base.py:704(ndim)
        4    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/nanops.py:270(_na_ok_dtype)
       17    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/indexes/base.py:1396(nlevels)
        2    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/frame.py:937(__len__)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/generic.py:381(_get_block_manager_axis)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/internals/managers.py:226(<listcomp>)
        4    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/internals/managers.py:911(consolidate)
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/tsfresh/feature_extraction/feature_calculators.py:359(<listcomp>)
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/statsmodels/base/data.py:370(_get_names)
        6    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/tqdm/_tqdm.py:213(ema)
        9    0.000    0.000    0.000    0.000 {built-in method from_bytes}
        4    0.000    0.000    0.000    0.000 {built-in method from_iterable}
        8    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        8    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:311(__enter__)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:884(__init__)
        2    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/threading.py:240(__enter__)
        2    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/threading.py:255(_is_owned)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/threading.py:728(_newname)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/threading.py:1120(daemon)
        3    0.000    0.000    0.000    0.000 {built-in method _bisect.bisect_left}
        2    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/dtypes/cast.py:1097(<genexpr>)
        2    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/missing.py:530(clean_reindex_fill_method)
       12    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/indexes/base.py:475(<genexpr>)
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/indexes/base.py:1237(_get_names)
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/indexes/base.py:1684(is_categorical)
        4    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/indexes/frozen.py:144(_shallow_copy)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/frame.py:491(shape)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/generic.py:3175(_set_is_copy)
       22    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/indexes/multi.py:515(levels)
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/indexes/multi.py:1731(<genexpr>)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/indexes/range.py:330(equals)
        8    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/internals/blocks.py:161(external_values)
       24    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/internals/blocks.py:721(_try_coerce_result)
        2    0.000    0.000    0.000    0.000 {pandas._libs.internals.get_blkno_placements}
       13    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/internals/managers.py:1814(<lambda>)
        6    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/internals/construction.py:210(<listcomp>)
        2    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/groupby/grouper.py:614(_is_label_like)
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/tsfresh/feature_extraction/feature_calculators.py:1308(<listcomp>)
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/scipy/signal/signaltools.py:278(<listcomp>)
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/scipy/signal/signaltools.py:408(<listcomp>)
        9    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/statsmodels/base/data.py:430(attach_columns)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/tqdm/_utils.py:132(__eq__)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/tqdm/_utils.py:169(_is_utf)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/apply.py:89(columns)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/multiprocessing/synchronize.py:321(Event)
        6    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        3    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
        1    0.000    0.000    0.000    0.000 {built-in method posix.sysconf}
        2    0.000    0.000    0.000    0.000 {built-in method atexit.register}
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:307(__init__)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1029(__init__)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/warnings.py:493(__exit__)
        2    0.000    0.000    0.000    0.000 {built-in method numpy.can_cast}
        6    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/numpy/core/arrayprint.py:825(_none_or_positive_arg)
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/numpy/linalg/linalg.py:209(_assertNdSquareness)
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/_weakrefset.py:52(_commit_removals)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/threading.py:968(_stop)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/threading.py:1104(daemon)
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/compat/__init__.py:106(get_range_parameters)
       24    0.000    0.000    0.000    0.000 {pandas._libs.lib.item_from_zerodim}
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/dtypes/common.py:1513(is_string_like_dtype)
        7    0.000    0.000    0.000    0.000 {pandas._libs.algos.ensure_object}
        2    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/dtypes/cast.py:1105(<genexpr>)
        2    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/dtypes/cast.py:1107(<genexpr>)
        2    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/arrays/categorical.py:394(categories)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/indexes/base.py:1798(_nan_idxs)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/groupby/groupby.py:652(__iter__)
        2    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/frame.py:474(axes)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/frame.py:3416(_ensure_valid_index)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/indexes/multi.py:342(<listcomp>)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/internals/blocks.py:2736(should_store)
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/groupby/grouper.py:517(<genexpr>)
        3    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/groupby/grouper.py:519(<genexpr>)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/reshape/reshape.py:136(<listcomp>)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/groupby/ops.py:208(labels)
        1    0.000    0.000    0.000    0.000 /anaconda3/envs/mypython3/lib/python3.7/site-packages/pandas/core/groupby/ops.py:212(levels)
